Program,Project Number,Project Title,Project Description,Area Primary,Area Secondary,Discipline Primary,Discipline Secondary,Round,Approval Date,Lead Research Institution,City,Ontario Commitment,Total Project Costs,Keyword,EXPENDITURE_TYPE,Salutation,First_Name,Middle_Name,Last_Name,OIA_AREA
Ontario Research Fund - Research Infrastructure,10196,Mechanisms of Neurodegneration in Alzheimer's Disease and Neuronal Injury.,The ultimate goal of this research is early detection of neurogeneration and the development of strategies to promote the survival of injured neurons in order to improve the quality of life for patients. Project will focus on identifying the pathogenic mechanisms underlying Alzheimer's disease and understanding the regulation of injury-induced neuronal cell death.,4.1,N/A,41000,99998,Small Infrastructure Fund - Round 002 - 2004 - October,24-Feb-05,The University of Western Ontario,London,"$260,006","$650,016","Stroke, Gene expression, apoptosis, neuronal dysfunction, Alzheimer's disease, biochemistry, lysosome subcellular fractionation, cell biology",Capital,,Sean,P.,Cregan,Advanced health technologies
Ontario Research Fund - Research Infrastructure,10816,Laboratory for Asymmetric Catalysis Research,"Chiral target molecules, which have a unique three-dimensional shape, are crucially important to the production of pharmaceuticals, agrochemicals, flavours and perfumes. In the pharmaceutical industry alone, this ""chiral market"" accounted for US$159 billion worldwide in 2002. Dr. Nathan D. Jones, at the University of Western Ontario, will use an ORF Research Infrastructure award to purchase state-of-the-art lab equipment for research into new catalysts that increase the productivity of these chiral molecules. Dr. Jones’ research could lead to more effective drugs and strengthen Ontario’s $1.8 billion pharmaceutical industry. (This project was taken over by PI Paul Ragogna from Nathan Jones who resigned form UWO - email from program area Shamien Nazareth Oct 6, 2010)",7.14,N/A,13000,99998,Small Infrastructure Fund - Round 005 - 2005 - October,26-Jun-06,The University of Western Ontario,London,"$163,375","$408,441","reaction calorimetry, asymmetric catalysis, reaction mechanisms, chemical kinetics, homogeneous catalysis, organometallic chemistry, chemical synthesis, chirality",Capital,Dr.,Paul,,Ragogna,Not Applicable
Ontario Research Fund - Research Infrastructure,10825,Simulation/Modeling Laboratory for High-Speed Electronic Circuits and MEMS,"All of today’s new electronic products, from home computers to satellites, are designed using electronic design automation (EDA) tools. With the rapid advances in technology comes a new challenge: EDA tools must offer the same efficiency and accuracy as the products they serve to design. Dr. Anestis Dounavis of the University of Western Ontario is addressing this problem by developing advanced modeling and simulation algorithms to cope with the design complexity of modern high-speed electronic circuits and micro-electromechanical systems (MEMS). An ORF Research Infrastructure award is funding a computer laboratory and various electromagnetic and MEMS software tools.  Dr. Dounavis’ research, which will result in more efficient EDA tools, will provide Ontario with a competitive advantage by reducing the design cycle, improve time-to-market costs, and decrease production costs of new electronic products.",7.6,N/A,11800,99998,Small Infrastructure Fund - Round 005 - 2005 - October,26-Jun-06,The University of Western Ontario,London,"$131,133","$327,830","Signal Integrity, Interconnects, Microelectromechanical Systems (MEMS), Electromagnetic Interference Analysis, Electronic Design Automation, Circuit Simulation, VLSI, PEEC, Model Order Reduction, Sensitivity Analysis",Capital,,Anestis,,Dounavis,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,8634,The Polar Environment Atmospheric Research Laboratory (PEARL) at Eureka,"This project will create a unique facility worldwide for monitoring air, ozone and climate changes in the Arctic. The Arctic region has been dubbed the ""miners' canary"" of atmospheric change.",1.6,N/A,13800,99998,Large Infrastructure Fund - Round 001 - 2004,16-Dec-04,University of Toronto,Toronto,"$815,590","$8,721,306","Arctic, climate change, atmosphere, remote sounding, rural",Capital,,James,,Drummond,Not Applicable
Ontario Research Fund - Research Infrastructure,202336,The Development of state-of-the-art Bio-Molecular and Tissue Culture Facilities to investigate the antibody response to pathogens,"Research will be directed at uncovering the mechanistic details of somatic hypemutation, and the role of this process in the development of lymphomas. This knowledge will be used to develop novel technologies for antibody-based therapeutics against pathogens and toxins.",4,N/A,15200,99998,Small Infrastructure Fund - Round 002 - 2004 - October,24-Feb-05,University of Toronto,Toronto,"$119,589","$303,465","B cell, antibody, somatic hypermutation, class switch recombination, lymphoma",Capital,,Alberto,,Martin,Advanced health technologies
Ontario Research Fund - Research Infrastructure,202371,"Infrastructure for recombinant protein expression, purification, structural and functional analysis",The research will study a novel class of cell signalling molecules that hold promise as important targets for the development of new therapeutic agents. The infrastructure will allow applicant to produce recombinant protein molecules that will be required for the detailed structural and functional studies that may lead to drugs that can alter signalling functions.,7.4.2,N/A,40900,99998,Small Infrastructure Fund - Round 002 - 2004 - October,24-Feb-05,University of Toronto,Toronto,"$105,000","$271,393","signal transduction, molecular pharmacology, guanylyl cyclases., structure-function, drug development",Capital,,Soenke,,Behrends,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,202394,Youth and Urban School Performances,The program will focus on the capacity for arts/drama to increase the possibilities for collaboration among youth across social and academic divides and differences. This multi-context and international study will ask policy-relevant but pedagogically driven questions that reflect the complexities of urban school contexts.,8.1,N/A,21000,99998,Small Infrastructure Fund - Round 002 - 2004 - October,24-Feb-05,University of Toronto,Toronto,"$71,717","$179,300","Urban Education, Theatre/Drama and Youth Studies, Pedagogy and Social Cohesion, Multiculturalism and Educational Policy, Qualitative Research Methods",Capital,,Kathleen,,Gallagher,Not Applicable
Ontario Research Fund - Research Infrastructure,202448,Angiogenic and Lymphangiogenic Signaling,"Research geared towards the development of new therapies for numerous diseases including cancer, cardiovascular disease, and diabetes.  Study of angiogenic and lymphangiogenic signaling includes distinct approaches to study, including gene expression profiling, proteomics, transgenic and gene targeting in mice, and signal transduction.",4,N/A,14700,99998,Small Infrastructure Fund - Round 003 - 2005 - February,22-Jul-05,University of Toronto,Toronto,"$124,783","$311,958","angiogenesis, lymphangiogenesis, gene profiling, proteomics, transgenics",Capital,,Daniel,,Dumont,Advanced health technologies
Ontario Research Fund - Research Infrastructure,202449,BD-LSR-II flow cytometer,The research program aims at understanding the molecular controls that initiate and regulate the development of T cells which as the master regulators of the immune system protect us from infectious disease.,4,N/A,40700,99998,Small Infrastructure Fund - Round 003 - 2005 - February,22-Jul-05,University of Toronto,Toronto,"$653,088","$1,632,721","Development of the immune system, hematopoiesis, stem cells, lymphocyte development, immunodeficiences",Capital,,Juan Carlos,,Zúñiga-Pflücker,Advanced health technologies
Ontario Research Fund - Research Infrastructure,12618,"Excavation of a Mycenaean cemetery at Ayia Sotira, Koutsomadi, deme of Nemea, Korinthia","This archaeological excavation is led by Robert Smith, and involves the examination of an endangered Mycenaean cemetery in the Aegean township of Nemea, Greece. Researchers intend to recover and analyze the human skeletal remains in order to make an assessment of the social make-up, diet, health and occupational activities of the occupants. This assessment will be achieved through genetic and chemical testing of the remains, and by examining the artifacts found in the tombs. The students involved in this fieldwork will be able to apply the analytical and interpretive techniques they learn to areas of future study, such as historic aboriginal sites in Ontario.",1,N/A,20400,99998,Small Infrastructure Fund - Round 007 - 2006 - June,21-Dec-06,Brock University,St.Catharines,"$8,929","$22,323","archaeology, excavation, mortuary analysis, Mycenaean, Greece, prehistory, survey, physical anthropology",Capital,,R.,Angus,Smith,Not Applicable
